,strategy,pocket,PocketVec distance
44208,AF2-PD,P07864_PF00056_21_160_fpocket_4,0.2626
44209,PDB-PD,Q15911_PF00046_2146_2202_fpocket_5,0.2626
44210,AF2-PD,Q9HBT7_PF00096_424_446_fpocket_1,0.2626
44211,AF2-PD,P98073_PF00629_347_503_fpocket_2,0.2626
44212,AF2-PD,Q8TB69_PF00096_320_342_fpocket_1,0.2626
44213,AF2-PD,Q8IYR2_PF01753_296_335_fpocket_2,0.2626
44214,PDB-PD,P10074_PF00651_16_119_fpocket_1,0.2626
44215,AF2-PD,Q8TC12_PF00106_42_247_fpocket_10,0.2626
44216,AF2-PD,Q96AX9_PF00569_143_186_fpocket_1,0.2626
44217,PDB-PD,O43776_PF00152_225_543_fpocket_3,0.2626
44218,AF2-PD,P49760_PF00069_163_479_fpocket_12,0.2627
44219,AF2-PD,Q9NW07_PF00096_375_397_fpocket_1,0.2627
44220,AF2-PD,Q7KZI7_PF02149_744_788_fpocket_3,0.2627
44221,AF2-PD,Q14584_PF00096_380_402_fpocket_1,0.2627
44222,AF2-PD,Q4AC94_PF00168_1197_1341_fpocket_7,0.2627
44223,AF2-LIG,P38606_PF00006_230_455_pocket_0,0.2627
44224,AF2-PD,P20742_PF01835_127_220_fpocket_6,0.2627
44225,AF2-PD,Q9UPZ6_PF00090_1169_1219_fpocket_1,0.2627
44226,AF2-PD,Q99816_PF05743_21_141_fpocket_3,0.2627
44227,AF2-PD,P01374_PF00229_77_205_fpocket_1,0.2627
44228,PDB-LIG,P07195_PF00056_22_161_pocket_0,0.2627
44229,AF2-PD,Q9HD90_PF00010_88_140_fpocket_3,0.2627
44230,PDB-PD,P51532_PF07533_611_654_fpocket_2,0.2627
44231,AF2-PD,P45974_PF02148_199_272_fpocket_2,0.2627
44232,AF2-PD,Q5JZY3_PF07714_645_900_fpocket_20,0.2627
44233,AF2-PD,Q8IYU8_PF13833_347_394_fpocket_4,0.2627
44234,AF2-LIG,Q14541_PF00104_124_312_pocket_0,0.2627
44235,PDB-PD,Q96KP4_PF07687_208_369_fpocket_2,0.2627
44236,AF2-PD,P19784_PF00069_40_325_fpocket_1,0.2627
44237,AF2-PD,Q9BYH1_PF00431_628_736_fpocket_3,0.2627
44238,AF2-PD,Q8N5N7_PF10501_60_155_fpocket_1,0.2627
44239,AF2-LIG,P61019_PF00071_8_169_pocket_0,0.2627
44240,AF2-PD,P49335_PF00046_279_335_fpocket_4,0.2627
44241,PDB-PD,P29466_PF00656_162_399_fpocket_1,0.2627
44242,AF2-PD,P29373_PF00061_5_138_fpocket_3,0.2627
44243,AF2-PD,Q9Y266_PF04969_170_247_fpocket_8,0.2627
44244,PDB-PD,P10515_PF00364_92_165_fpocket_2,0.2627
44245,AF2-PD,A6NHR9_PF13589_139_295_fpocket_12,0.2627
44246,AF2-PD,Q9Y253_PF11799_316_440_fpocket_3,0.2627
44247,PDB-PD,Q15303_PF07714_718_974_fpocket_14,0.2627
44248,AF2-PD,Q86V86_PF00069_40_293_fpocket_13,0.2627
44249,PDB-PD,Q13609_PF03372_24_274_fpocket_3,0.2627
44250,AF2-PD,A0A075B6N3_PF07686_25_114_fpocket_5,0.2627
44251,AF2-PD,Q9H0W9_PF08925_20_303_fpocket_3,0.2627
44252,AF2-PD,Q86TI2_PF00326_658_863_fpocket_2,0.2627
44253,AF2-LIG,O14744_PF05185_295_464_pocket_0,0.2627
44254,AF2-PD,Q9NZN4_PF18150_288_394_fpocket_8,0.2627
44255,PDB-PD,Q00341_PF00013_437_499_fpocket_2,0.2627
44256,AF2-PD,O43820_PF01630_24_353_fpocket_7,0.2627
44257,AF2-LIG,P60953_PF00071_5_178_pocket_0,0.2627
44258,AF2-PD,P21579_PF00168_288_394_fpocket_7,0.2627
44259,PDB-PD,P63104_PF00244_9_229_fpocket_1,0.2627
44260,AF2-PD,A0A087WSZ9_PF07686_26_112_fpocket_1,0.2627
44261,AF2-PD,Q96LI6_PF00447_80_194_fpocket_3,0.2627
44262,AF2-PD,O15439_PF00005_428_563_fpocket_4,0.2627
44263,AF2-PD,Q9NY25_PF00059_88_185_fpocket_5,0.2627
44264,AF2-PD,O75900_PF01549_254_289_fpocket_1,0.2627
44265,AF2-PD,Q9C000_PF00619_1379_1462_fpocket_6,0.2627
44266,PDB-PD,P13804_PF00766_211_291_fpocket_4,0.2627
44267,AF2-PD,Q9UBC5_PF00063_10_681_fpocket_48,0.2627
44268,PDB-LIG,Q9P289_PF00069_24_274_pocket_0,0.2628
44269,PDB-PD,Q5T2W1_PF00595_137_212_fpocket_2,0.2628
44270,AF2-PD,Q9Y5K6_PF14604_6_55_fpocket_4,0.2628
44271,AF2-PD,P22415_PF00010_200_255_fpocket_3,0.2628
44272,AF2-PD,Q8N3E9_PF00168_660_769_fpocket_3,0.2628
44273,PDB-PD,P10275_PF00104_690_881_fpocket_4,0.2628
44274,AF2-PD,O60291_PF13920_274_323_fpocket_2,0.2628
44275,AF2-PD,P56915_PF00046_161_217_fpocket_1,0.2628
44276,AF2-PD,Q03923_PF00096_202_224_fpocket_1,0.2628
44277,PDB-LIG,Q9UNQ2_PF00398_27_274_pocket_0,0.2628
44278,PDB-PD,Q14028_PF00027_980_1069_fpocket_4,0.2628
44279,AF2-PD,P78539_PF00084_262_317_fpocket_3,0.2628
44280,AF2-PD,Q6MZP7_PF03638_522_558_fpocket_1,0.2628
44281,AF2-PD,P09622_PF02852_389_498_fpocket_1,0.2628
44282,AF2-LIG,P56545_PF00389_36_358_pocket_0,0.2628
44283,PDB-PD,Q15811_PF07653_1078_1136_fpocket_1,0.2628
44284,AF2-PD,P52272_PF00076_206_275_fpocket_2,0.2628
44285,PDB-PD,P98175_PF17780_568_619_fpocket_2,0.2628
44286,AF2-LIG,P11766_PF00107_202_334_pocket_0,0.2628
44287,PDB-PD,Q15599_PF00595_12_88_fpocket_6,0.2628
44288,AF2-PD,A8MTJ3_PF00503_10_343_fpocket_1,0.2628
44289,AF2-PD,Q9NY59_PF03372_320_627_fpocket_1,0.2628
44290,PDB-PD,P07949_PF17812_265_379_fpocket_6,0.2628
44291,AF2-PD,P00451_PF07732_444_577_fpocket_6,0.2628
44292,AF2-PD,Q8IXA5_PF00062_88_213_fpocket_8,0.2628
44293,AF2-PD,P16144_PF07974_543_573_fpocket_1,0.2628
44294,AF2-PD,Q9UIQ6_PF01433_392_610_fpocket_3,0.2628
44295,AF2-PD,Q9UBS0_PF00069_67_328_fpocket_6,0.2628
44296,AF2-PD,P40199_PF13895_239_318_fpocket_1,0.2628
44297,PDB-PD,P0DP58_PF00087_21_92_fpocket_1,0.2628
44298,AF2-PD,B7ZC32_PF00225_13_355_fpocket_4,0.2628
44299,AF2-PD,Q9Y4F1_PF00169_933_1029_fpocket_2,0.2628
44300,PDB-PD,Q01973_PF00051_313_391_fpocket_2,0.2628
44301,PDB-PD,Q9UHD0_PF00726_3_173_fpocket_5,0.2628
44302,AF2-PD,Q2MKA7_PF00090_151_206_fpocket_1,0.2628
44303,PDB-PD,P09874_PF08063_280_331_fpocket_2,0.2628
44304,AF2-PD,P31947_PF00244_9_231_fpocket_12,0.2629
44305,PDB-LIG,P45985_PF00069_102_367_pocket_0,0.2629
44306,AF2-PD,P23526_PF00670_191_352_fpocket_4,0.2629
44307,AF2-PD,Q9H1A4_PF19521_1_136_fpocket_3,0.2629
44308,AF2-PD,Q9BZ67_PF00373_134_272_fpocket_9,0.2629
44309,AF2-PD,Q3ZAQ7_PF09446_25_88_fpocket_4,0.2629
44310,AF2-PD,Q14190_PF08447_242_329_fpocket_6,0.2629
44311,AF2-PD,O94762_PF00271_243_354_fpocket_1,0.2629
44312,AF2-PD,Q9H0M4_PF07496_255_302_fpocket_1,0.2629
44313,PDB-PD,P41240_PF00018_15_62_fpocket_1,0.2629
44314,AF2-PD,Q8WYA1_PF00989_181_287_fpocket_9,0.2629
44315,PDB-PD,P04141_PF01109_18_139_fpocket_1,0.2629
44316,AF2-PD,Q9Y5G2_PF00028_352_443_fpocket_1,0.2629
44317,AF2-PD,Q9NVR5_PF18201_250_349_fpocket_7,0.2629
44318,AF2-PD,P11171_PF09380_405_494_fpocket_2,0.2629
44319,AF2-PD,P33076_PF05729_414_585_fpocket_3,0.2629
44320,AF2-PD,Q92729_PF00041_490_579_fpocket_1,0.2629
44321,AF2-PD,Q7L622_PF13771_41_128_fpocket_5,0.2629
44322,AF2-PD,Q13501_PF00564_21_102_fpocket_4,0.2629
44323,PDB-PD,Q86YS6_PF00071_20_182_fpocket_7,0.2629
44324,AF2-PD,Q9NRD8_PF03098_35_560_fpocket_18,0.2629
44325,AF2-PD,Q6UXM1_PF13927_498_585_fpocket_1,0.2629
44326,PDB-PD,P03986_PF07654_13_95_fpocket_2,0.2629
44327,PDB-PD,P32780_PF03909_180_237_fpocket_5,0.2629
44328,AF2-PD,Q9HAP6_PF00595_93_172_fpocket_1,0.2629
44329,AF2-PD,Q8WXK4_PF07525_267_306_fpocket_2,0.2629
44330,AF2-PD,Q02790_PF00254_160_250_fpocket_3,0.2629
44331,PDB-PD,O75970_PF00595_1627_1709_fpocket_2,0.2629
44332,PDB-LIG,P50613_PF00069_12_295_pocket_0,0.2629
44333,AF2-PD,P01763_PF07686_26_117_fpocket_3,0.2629
44334,PDB-LIG,Q15046_PF00152_222_574_pocket_0,0.2629
44335,AF2-PD,O75882_PF00431_132_245_fpocket_4,0.2629
44336,AF2-PD,Q9P2E2_PF00225_11_335_fpocket_2,0.2629
44337,AF2-PD,Q8NBV8_PF00168_260_362_fpocket_1,0.2629
44338,PDB-PD,Q02410_PF00595_656_740_fpocket_1,0.2629
44339,AF2-PD,Q9Y2G8_PF00085_144_244_fpocket_7,0.2629
44340,AF2-PD,Q8TAF7_PF00096_497_519_fpocket_2,0.2629
44341,PDB-PD,P98175_PF00641_214_242_fpocket_1,0.2629
44342,AF2-PD,B7U540_PF01007_47_187_fpocket_4,0.2629
44343,AF2-PD,Q8TD84_PF00041_1092_1179_fpocket_9,0.2629
44344,PDB-PD,P26010_PF00362_147_393_fpocket_8,0.2629
44345,AF2-PD,P51668_PF00179_5_142_fpocket_11,0.2629
44346,AF2-PD,Q9UQ90_PF00004_345_479_fpocket_1,0.2629
44347,AF2-PD,Q08462_PF00211_878_1078_fpocket_5,0.263
44348,AF2-PD,Q12974_PF00102_10_149_fpocket_3,0.263
44349,AF2-PD,Q8IZY2_PF00005_824_968_fpocket_11,0.263
44350,PDB-PD,Q9UBS5_PF00003_586_856_fpocket_1,0.263
44351,AF2-PD,Q9UHD9_PF00627_581_618_fpocket_1,0.263
44352,AF2-PD,P54317_PF00151_18_354_fpocket_4,0.263
44353,AF2-PD,Q9BVV7_PF08294_100_244_fpocket_9,0.263
44354,AF2-PD,Q8NHP7_PF01612_80_280_fpocket_1,0.263
44355,AF2-PD,A5YKK6_PF16415_1087_1313_fpocket_10,0.263
44356,PDB-PD,Q9UKY1_PF00046_573_623_fpocket_3,0.263
44357,AF2-PD,P54760_PF00041_325_417_fpocket_2,0.263
44358,PDB-PD,Q96I25_PF00076_323_383_fpocket_3,0.263
44359,AF2-PD,Q13332_PF00041_428_513_fpocket_1,0.263
44360,PDB-PD,P27986_PF16454_431_599_fpocket_3,0.263
44361,AF2-PD,Q86XP3_PF00271_483_593_fpocket_2,0.263
44362,AF2-PD,O75593_PF00250_32_117_fpocket_5,0.263
44363,AF2-PD,P55198_PF00628_7_57_fpocket_1,0.263
44364,PDB-PD,P0DP57_PF00021_25_95_fpocket_1,0.263
44365,PDB-PD,Q96PU8_PF00013_83_140_fpocket_4,0.263
44366,PDB-PD,P04275_PF00092_1277_1452_fpocket_1,0.263
44367,AF2-PD,Q9Y5X1_PF00018_6_54_fpocket_1,0.263
44368,AF2-PD,Q96PE6_PF00096_447_470_fpocket_2,0.263
44369,AF2-PD,O14936_PF00625_738_912_fpocket_11,0.263
44370,PDB-PD,P43489_PF00020_67_107_fpocket_3,0.263
44371,AF2-PD,Q4V348_PF00096_530_552_fpocket_1,0.263
44372,AF2-PD,Q8NAF0_PF00096_298_320_fpocket_2,0.263
44373,PDB-PD,O60942_PF00782_46_179_fpocket_11,0.263
44374,PDB-PD,Q9Y3Z3_PF07647_42_108_fpocket_1,0.263
44375,AF2-PD,P0C7P0_PF09360_81_114_fpocket_2,0.263
44376,PDB-LIG,P37023_PF07714_202_489_pocket_0,0.263
44377,PDB-PD,Q9NRD9_PF03098_29_557_fpocket_31,0.263
44378,AF2-PD,Q7L014_PF00271_604_714_fpocket_3,0.263
44379,AF2-PD,P17735_PF00155_71_434_fpocket_1,0.263
44380,PDB-PD,Q03591_PF00084_87_140_fpocket_3,0.263
44381,PDB-LIG,P53355_PF00069_13_275_pocket_0,0.263
44382,PDB-PD,Q99616_PF00048_32_89_fpocket_2,0.263
44383,AF2-PD,P0C091_PF16184_1176_1287_fpocket_1,0.263
44384,AF2-PD,P47992_PF00048_30_84_fpocket_2,0.263
44385,AF2-PD,Q14565_PF08423_83_338_fpocket_1,0.263
44386,AF2-PD,Q5SZQ8_PF00076_97_165_fpocket_3,0.2631
44387,AF2-PD,Q6ZTQ3_PF00788_218_306_fpocket_3,0.2631
44388,AF2-PD,P51148_PF00071_23_184_fpocket_2,0.2631
44389,AF2-LIG,Q9NRF8_PF06418_2_272_pocket_0,0.2631
44390,AF2-PD,Q09FC8_PF00096_572_594_fpocket_2,0.2631
44391,PDB-PD,Q9H6P5_PF01112_43_360_fpocket_10,0.2631
44392,AF2-PD,Q99767_PF00595_659_732_fpocket_1,0.2631
44393,AF2-PD,Q9NZU5_PF06297_116_200_fpocket_1,0.2631
44394,AF2-PD,Q7KZF4_PF00565_48_166_fpocket_1,0.2631
44395,AF2-PD,O94925_PF04960_244_530_fpocket_3,0.2631
44396,AF2-PD,P51523_PF00096_571_593_fpocket_1,0.2631
44397,PDB-PD,Q08188_PF00927_595_693_fpocket_3,0.2631
44398,AF2-PD,A0A075B6S5_PF07686_28_117_fpocket_3,0.2631
44399,AF2-PD,Q92576_PF07744_1199_1349_fpocket_1,0.2631
44400,AF2-PD,P02788_PF00405_364_695_fpocket_1,0.2631
44401,AF2-PD,A0A075B6J1_PF07686_24_123_fpocket_2,0.2631
44402,AF2-PD,O75023_PF00047_227_306_fpocket_1,0.2631
44403,PDB-LIG,P50226_PF00685_38_288_pocket_0,0.2631
44404,AF2-PD,Q12794_PF01630_25_355_fpocket_2,0.2631
44405,PDB-PD,P00734_PF00089_364_613_fpocket_7,0.2631
44406,PDB-PD,P49736_PF00493_460_683_fpocket_11,0.2631
44407,PDB-PD,P49736_PF17855_718_802_fpocket_1,0.2631
44408,PDB-PD,Q9BQP7_PF12705_204_344_fpocket_8,0.2631
44409,PDB-PD,P36980_PF00084_207_267_fpocket_3,0.2631
44410,PDB-PD,Q15223_PF07686_34_143_fpocket_3,0.2631
44411,AF2-PD,Q8HWS3_PF02257_121_199_fpocket_4,0.2631
44412,AF2-PD,P27815_PF18100_178_293_fpocket_4,0.2631
44413,PDB-PD,Q6IMI6_PF00685_46_297_fpocket_1,0.2631
44414,PDB-PD,O14964_PF00790_3_139_fpocket_1,0.2631
44415,PDB-PD,P51151_PF00071_9_174_fpocket_6,0.2631
44416,AF2-PD,Q5D1E8_PF18561_549_593_fpocket_1,0.2631
44417,PDB-PD,P13727_PF00059_114_222_fpocket_7,0.2631
44418,PDB-PD,P40763_PF00017_584_674_fpocket_8,0.2631
44419,PDB-PD,Q8WXD9_PF07653_285_343_fpocket_5,0.2631
44420,AF2-PD,Q9P104_PF02174_135_232_fpocket_1,0.2631
44421,AF2-PD,Q8WWQ8_PF02469_1148_1267_fpocket_1,0.2631
44422,AF2-PD,Q53EL9_PF00431_416_524_fpocket_1,0.2631
44423,AF2-PD,P08174_PF00084_36_94_fpocket_1,0.2631
44424,PDB-PD,P02751_PF00041_1634_1714_fpocket_3,0.2631
44425,AF2-PD,P57721_PF00013_131_195_fpocket_3,0.2631
44426,AF2-LIG,O14744_PF17286_467_635_pocket_0,0.2631
44427,AF2-PD,Q15818_PF00354_228_422_fpocket_1,0.2632
44428,AF2-PD,Q12931_PF02518_108_260_fpocket_2,0.2632
44429,AF2-LIG,O75897_PF00685_45_295_pocket_0,0.2632
44430,AF2-PD,Q6FHJ7_PF01392_24_132_fpocket_2,0.2632
44431,PDB-PD,Q9UHA4_PF08923_3_121_fpocket_8,0.2632
44432,AF2-PD,Q0D2J5_PF00096_256_278_fpocket_1,0.2632
44433,AF2-LIG,P18669_PF00300_6_138_pocket_0,0.2632
44434,PDB-LIG,P03951_PF00089_388_618_pocket_0,0.2632
44435,PDB-PD,Q96QZ7_PF00595_1152_1231_fpocket_5,0.2632
44436,AF2-PD,Q6UVY6_PF01082_187_315_fpocket_1,0.2632
44437,AF2-PD,A8TX70_PF00092_442_611_fpocket_2,0.2632
44438,PDB-PD,P02751_PF00041_908_988_fpocket_4,0.2632
44439,AF2-PD,Q07890_PF00621_203_386_fpocket_13,0.2632
44440,PDB-PD,P11940_PF00076_296_364_fpocket_2,0.2632
44441,AF2-PD,Q96MN5_PF08711_61_110_fpocket_2,0.2632
44442,AF2-PD,Q7Z401_PF03456_210_275_fpocket_10,0.2632
44443,AF2-LIG,Q99714_PF00106_11_213_pocket_0,0.2632
44444,AF2-PD,Q8N163_PF14443_340_457_fpocket_8,0.2632
44445,AF2-PD,Q9ULL4_PF17960_532_619_fpocket_4,0.2632
44446,PDB-PD,P01040_PF00031_4_92_fpocket_2,0.2632
44447,AF2-PD,O60674_PF00017_400_481_fpocket_1,0.2632
44448,AF2-PD,Q7Z7E8_PF00179_255_410_fpocket_9,0.2632
44449,PDB-PD,O00139_PF00225_229_553_fpocket_3,0.2632
44450,PDB-PD,P62166_PF00036_65_92_fpocket_1,0.2632
44451,AF2-PD,Q5HYK7_PF00018_577_622_fpocket_1,0.2632
44452,AF2-PD,Q9Y4U1_PF16690_20_234_fpocket_8,0.2632
44453,AF2-PD,Q96K62_PF00651_23_125_fpocket_4,0.2632
44454,AF2-PD,A0A1B0GX51_PF07686_25_114_fpocket_1,0.2632
44455,PDB-PD,Q8WZ64_PF00169_483_574_fpocket_8,0.2632
44456,PDB-PD,Q96H15_PF07686_23_130_fpocket_5,0.2632
44457,AF2-PD,Q99676_PF00096_362_384_fpocket_1,0.2632
44458,AF2-PD,Q7L590_PF09329_382_427_fpocket_1,0.2632
44459,AF2-PD,A0A075B6I6_PF07686_24_117_fpocket_1,0.2632
44460,PDB-PD,P28068_PF00969_27_106_fpocket_2,0.2632
44461,AF2-PD,P55316_PF00250_180_266_fpocket_4,0.2632
44462,PDB-PD,P29597_PF07714_897_1169_fpocket_7,0.2632
44463,AF2-PD,Q14990_PF00011_124_201_fpocket_2,0.2632
44464,AF2-PD,Q9C029_PF15227_29_81_fpocket_3,0.2632
44465,AF2-PD,P0DP58_PF00087_21_92_fpocket_1,0.2632
44466,AF2-PD,P51451_PF07714_241_490_fpocket_20,0.2632
44467,AF2-PD,Q9UIA0_PF01369_61_243_fpocket_9,0.2632
44468,AF2-PD,A6NGU5_PF01019_55_563_fpocket_21,0.2633
44469,AF2-PD,Q99574_PF00079_24_397_fpocket_13,0.2633
44470,AF2-PD,Q86UW9_PF18102_480_614_fpocket_6,0.2633
44471,AF2-PD,Q9P2J8_PF00096_304_326_fpocket_1,0.2633
44472,PDB-PD,P14653_PF00046_204_260_fpocket_5,0.2633
44473,AF2-PD,P63136_PF00078_76_245_fpocket_1,0.2633
44474,AF2-PD,P62304_PF01423_23_89_fpocket_3,0.2633
44475,PDB-PD,P14635_PF02984_300_418_fpocket_4,0.2633
44476,AF2-PD,Q8NEY3_PF06294_55_150_fpocket_2,0.2633
44477,AF2-PD,Q9UN70_PF00028_462_558_fpocket_5,0.2633
44478,AF2-PD,A6NFI3_PF00096_691_713_fpocket_3,0.2633
44479,PDB-PD,Q8IWS0_PF13771_239_330_fpocket_6,0.2633
44480,AF2-PD,A6NFD8_PF00010_12_66_fpocket_2,0.2633
44481,PDB-PD,P78560_PF00619_6_89_fpocket_4,0.2633
44482,PDB-PD,P23468_PF00041_713_812_fpocket_5,0.2633
44483,PDB-PD,Q9NQC7_PF01302_472_539_fpocket_2,0.2633
44484,AF2-PD,Q9P2P5_PF00397_809_838_fpocket_1,0.2633
44485,AF2-PD,P27144_PF05191_126_161_fpocket_1,0.2633
44486,PDB-PD,P11474_PF00104_224_404_fpocket_10,0.2633
44487,PDB-PD,P29965_PF00229_138_261_fpocket_5,0.2633
44488,PDB-PD,Q6P0Q8_PF17820_1139_1186_fpocket_1,0.2633
44489,AF2-PD,P04040_PF00199_28_411_fpocket_1,0.2633
44490,AF2-PD,Q8N436_PF13620_643_719_fpocket_1,0.2633
44491,AF2-PD,Q08426_PF00725_478_582_fpocket_7,0.2633
44492,PDB-LIG,P0DMM9_PF00685_38_288_pocket_0,0.2633
44493,AF2-PD,Q92692_PF08205_159_249_fpocket_5,0.2633
44494,PDB-PD,P04275_PF01826_295_348_fpocket_3,0.2633
44495,AF2-PD,P01782_PF07686_26_118_fpocket_6,0.2633
44496,PDB-PD,Q96RT7_PF04130_1513_1816_fpocket_15,0.2633
44497,AF2-PD,Q8TE96_PF07717_591_674_fpocket_2,0.2633
44498,PDB-LIG,Q13231_PF00704_23_363_pocket_0,0.2633
44499,AF2-LIG,P0C024_PF00293_38_166_pocket_0,0.2633
44500,AF2-PD,P15814_PF07654_116_201_fpocket_2,0.2633
44501,AF2-PD,Q9BRS8_PF05383_96_154_fpocket_2,0.2633
44502,PDB-PD,Q8N8Q3_PF04493_23_241_fpocket_5,0.2633
44503,AF2-PD,Q8TBC5_PF02023_45_134_fpocket_2,0.2633
44504,AF2-LIG,P11388_PF02518_76_225_pocket_0,0.2633
44505,AF2-LIG,P00387_PF00970_44_151_pocket_0,0.2633
44506,AF2-PD,O15533_PF07654_294_389_fpocket_1,0.2633
44507,PDB-PD,Q9Y5T5_PF02148_48_128_fpocket_3,0.2633
44508,AF2-PD,Q7KZF4_PF00565_837_895_fpocket_3,0.2633
44509,AF2-PD,P30511_PF00129_22_200_fpocket_12,0.2634
44510,AF2-PD,Q13201_PF00386_1102_1225_fpocket_2,0.2634
44511,AF2-PD,P56192_PF19303_669_822_fpocket_8,0.2634
44512,AF2-PD,Q9Y620_PF00176_282_598_fpocket_15,0.2634
44513,AF2-PD,P04435_PF07686_25_114_fpocket_1,0.2634
44514,AF2-PD,Q9UEG4_PF00096_430_452_fpocket_1,0.2634
44515,AF2-PD,A0A0B4J266_PF07686_28_112_fpocket_1,0.2634
44516,AF2-PD,P04083_PF00191_277_342_fpocket_1,0.2634
44517,AF2-PD,Q8WTQ7_PF00615_55_175_fpocket_1,0.2634
44518,PDB-LIG,Q9UQB9_PF00069_43_293_pocket_0,0.2634
44519,AF2-PD,Q9NYY8_PF08373_636_692_fpocket_1,0.2634
44520,AF2-PD,O43854_PF00754_334_473_fpocket_6,0.2634
44521,AF2-LIG,P53597_PF02629_53_146_pocket_0,0.2634
44522,AF2-PD,Q86VH2_PF00225_11_341_fpocket_6,0.2634
44523,PDB-LIG,Q9NWT6_PF13621_48_302_pocket_0,0.2634
44524,PDB-PD,Q9Y2Q5_PF03259_5_95_fpocket_7,0.2634
44525,AF2-PD,Q8WXS8_PF19236_609_713_fpocket_4,0.2634
44526,PDB-PD,Q7Z2Z2_PF14492_614_687_fpocket_1,0.2634
44527,PDB-PD,P10145_PF00048_32_92_fpocket_2,0.2634
44528,PDB-LIG,P84085_PF00025_5_177_pocket_0,0.2634
44529,AF2-PD,P29323_PF00041_326_421_fpocket_5,0.2634
44530,AF2-PD,P07947_PF00018_97_144_fpocket_1,0.2634
44531,AF2-PD,Q9H4E7_PF00169_217_312_fpocket_2,0.2634
44532,PDB-LIG,Q969G6_PF01687_2_130_pocket_0,0.2634
44533,AF2-PD,P78352_PF00595_313_391_fpocket_2,0.2634
44534,AF2-PD,P01229_PF00007_26_130_fpocket_5,0.2634
44535,PDB-PD,Q8NB78_PF07496_138_191_fpocket_2,0.2634
44536,PDB-PD,P30613_PF00224_85_438_fpocket_22,0.2634
44537,PDB-PD,Q9ULZ2_PF00017_179_256_fpocket_5,0.2634
44538,AF2-LIG,P14625_PF02518_96_255_pocket_0,0.2634
44539,AF2-PD,P02771_PF00273_30_202_fpocket_7,0.2634
44540,AF2-PD,Q9Y2L8_PF00096_549_571_fpocket_1,0.2634
44541,AF2-PD,P55290_PF00028_143_236_fpocket_1,0.2634
44542,AF2-PD,Q5EBN2_PF00643_92_133_fpocket_1,0.2634
44543,AF2-PD,Q9NZM3_PF00168_1569_1670_fpocket_1,0.2634
44544,PDB-PD,Q9NQ88_PF00300_6_151_fpocket_10,0.2634
44545,AF2-PD,Q9BT88_PF00168_172_279_fpocket_6,0.2634
44546,PDB-PD,P53634_PF00112_231_458_fpocket_4,0.2634
44547,PDB-LIG,P50120_PF00061_6_134_pocket_0,0.2634
44548,PDB-PD,Q14790_PF01335_3_84_fpocket_2,0.2634
44549,AF2-PD,P78539_PF00084_57_115_fpocket_3,0.2634
44550,PDB-PD,P48730_PF00069_9_271_fpocket_1,0.2634
44551,PDB-PD,P07814_PF03129_1303_1404_fpocket_7,0.2634
44552,AF2-PD,Q02241_PF00225_31_436_fpocket_1,0.2634
44553,AF2-PD,Q9Y6N5_PF07992_44_192_fpocket_8,0.2634
44554,PDB-PD,P00374_PF00186_4_185_fpocket_2,0.2634
44555,AF2-PD,Q96P48_PF00788_1172_1261_fpocket_6,0.2634
44556,AF2-PD,Q9NRS4_PF00089_205_429_fpocket_15,0.2634
44557,PDB-LIG,Q95460_PF00129_23_198_pocket_0,0.2634
44558,AF2-PD,Q5VT66_PF03476_55_176_fpocket_5,0.2634
44559,AF2-PD,Q8WUB8_PF00628_435_481_fpocket_2,0.2634
44560,PDB-PD,Q13526_PF00639_59_163_fpocket_3,0.2635
44561,AF2-PD,Q9NQV6_PF00096_672_695_fpocket_4,0.2635
44562,AF2-PD,A6NCI4_PF13768_958_1113_fpocket_5,0.2635
44563,AF2-PD,Q9P1V8_PF07647_543_606_fpocket_5,0.2635
44564,AF2-PD,P16885_PF00018_775_821_fpocket_1,0.2635
44565,AF2-PD,Q96MU6_PF00096_449_471_fpocket_1,0.2635
44566,AF2-PD,Q9BXR3_PF00075_461_590_fpocket_9,0.2635
44567,AF2-PD,P42684_PF00018_113_159_fpocket_1,0.2635
44568,AF2-PD,Q96SB4_PF00069_80_231_fpocket_1,0.2635
44569,PDB-LIG,Q7L0Q8_PF00071_51_223_pocket_0,0.2635
44570,PDB-PD,P28062_PF00227_69_251_fpocket_1,0.2635
44571,AF2-PD,Q8TB40_PF00561_69_327_fpocket_15,0.2635
44572,PDB-PD,Q14315_PF00630_2406_2493_fpocket_1,0.2635
44573,AF2-PD,Q9UEG4_PF00096_179_200_fpocket_1,0.2635
44574,AF2-PD,Q99853_PF00250_12_98_fpocket_8,0.2635
44575,PDB-PD,P22897_PF00652_23_118_fpocket_2,0.2635
44576,AF2-PD,Q9NXS3_PF07707_137_239_fpocket_1,0.2635
44577,AF2-PD,P0C091_PF16184_812_922_fpocket_1,0.2635
44578,PDB-LIG,P00747_PF00089_581_803_pocket_0,0.2635
44579,AF2-PD,Q9Y5E4_PF00028_352_441_fpocket_1,0.2635
44580,AF2-LIG,P53667_PF07714_339_604_pocket_0,0.2635
44581,AF2-PD,Q4W5G0_PF04218_4_55_fpocket_1,0.2635
44582,AF2-PD,P52741_PF00096_176_198_fpocket_1,0.2635
44583,AF2-PD,Q12788_PF08625_654_788_fpocket_5,0.2635
44584,AF2-PD,Q9Y5F6_PF08266_30_112_fpocket_2,0.2635
44585,PDB-PD,O00330_PF00364_57_131_fpocket_2,0.2635
