	domain	reference	fpocket	drug score	prank rescore	buriedness
11206	Q92974_PF17838_458_571	5EFX_A	fpocket2	0.217	8.0065	18
11207	Q92974_PF17838_458_571	5EFX_A	fpocket10	0.01	2.9858	16
11208	Q92993_PF17772_229_283	2OU2_A	fpocket1	0.317	6.3581	20
11209	Q92993_PF17772_229_283	2OU2_A	fpocket2	0.189	3.2635	15
11210	Q92995_PF00627_653_690	2LBC_A	fpocket1	0.411	1.501	12
11211	Q92995_PF00627_653_690	2LBC_A	fpocket2	0.103	1.4364	10
11212	Q92995_PF00627_728_764	2LBC_A	fpocket1	0.0	0.6367	11
11213	Q92995_PF00627_728_764	2LBC_A	fpocket2	0.002	0.5955	12
11214	Q92995_PF02148_211_284	2L80_A	fpocket1	0.742	8.3473	23
11215	Q92995_PF02148_211_284	2L80_A	fpocket6	0.001	6.1264	9
11216	Q92997_PF00595_249_334	6ZC7_A	fpocket1	0.449	4.3007	16
11217	Q92997_PF00595_249_334	6ZC7_A	fpocket3	0.0	1.4733	16
11218	Q93009_PF00917_75_196	4YSI_A	fpocket8	0.004	6.0202	13
11219	Q93009_PF00917_75_196	4YSI_A	fpocket3	0.247	3.3684	22
11220	Q93034_PF10557_710_772	3DPL_C	fpocket4	0.044	7.5321	17
11221	Q93034_PF10557_710_772	3DPL_C	fpocket1	0.171	3.1252	13
11222	Q93062_PF00076_26_89	5CYJ_A	fpocket1	0.303	5.9089	19
11223	Q93062_PF00076_26_89	5CYJ_A	fpocket4	0.0	2.5477	11
11224	Q93077_PF00125_2_91	7A08_b	fpocket2	0.081	1.5239	13
11225	Q93077_PF00125_2_91	7A08_b	fpocket1	0.015	1.493	12
11226	Q93091_PF00074_29_147	6ENP_A	fpocket4	0.001	12.4277	16
11227	Q93091_PF00074_29_147	6ENP_A	fpocket1	0.001	5.1734	19
11228	Q93096_PF00782_26_153	1RXD_A	fpocket6	0.026	6.5254	15
11229	Q93096_PF00782_26_153	1RXD_A	fpocket1	0.031	6.2022	22
11230	Q95460_PF00129_23_198	6PUD_A	fpocket6	0.71	44.4856	14
11231	Q95460_PF00129_23_198	6PUD_A	fpocket5	0.005	9.6989	18
11232	Q95460_PF07654_206_285	6PUH_C	fpocket2	0.0	5.7052	13
11233	Q95460_PF07654_206_285	6PUH_C	fpocket4	0.248	4.6996	11
11234	Q969D9_PF15216_29_153	5J13_A	fpocket5	0.0	4.2585	16
11235	Q969D9_PF15216_29_153	5J13_A	fpocket3	0.0	3.7001	18
11236	Q969G2_PF00046_158_214	5HOD_A	fpocket2	0.267	6.6319	14
11237	Q969G2_PF00046_158_214	5HOD_A	fpocket3	0.001	1.8678	17
11238	Q969G3_PF00505_66_134	7CYU_A	fpocket1	0.156	1.5173	14
11239	Q969G3_PF00505_66_134	7CYU_A	fpocket2	0.002	0.7731	10
11240	Q969G6_PF01687_2_130	1NB0_A	fpocket3	0.077	43.6685	19
11241	Q969G6_PF01687_2_130	1NB0_A	fpocket1	0.606	24.1095	25
11242	Q969H0_PF12937_281_327	2OVR_B	fpocket2	0.033	2.3203	14
11243	Q969H0_PF12937_281_327	2OVR_B	fpocket1	0.233	1.8987	9
11244	Q969H4_PF00536_5_68	1WWV_A	fpocket3	0.166	2.6614	15
11245	Q969H4_PF00536_5_68	1WWV_A	fpocket1	0.001	1.709	15
11246	Q969H8_PF10572_40_172	6SVK_A	fpocket7	0.281	2.5045	14
11247	Q969H8_PF10572_40_172	6SVK_A	fpocket3	0.002	1.5864	16
11248	Q969L4_PF01423_19_84	6V4X_C	fpocket1	0.027	1.036	12
11249	Q969M7_PF00179_36_180	3FN1_B	fpocket5	0.0	7.4107	15
11250	Q969M7_PF00179_36_180	3FN1_B	fpocket9	0.001	3.6064	16
11251	Q969R5_PF02820_214_287	3F70_A	fpocket1	0.924	7.226	15
11252	Q969R5_PF02820_214_287	3F70_A	fpocket3	0.361	1.0313	15
11253	Q969R5_PF02820_327_393	3F70_B	fpocket3	0.525	1.6912	13
11254	Q969R5_PF02820_327_393	3F70_B	fpocket2	0.117	0.9416	20
11255	Q969R5_PF02820_432_504	3F70_A	fpocket1	0.302	1.6031	12
11256	Q969R5_PF02820_432_504	3F70_A	fpocket3	0.531	0.6904	11
11257	Q969R5_PF02820_540_608	3F70_A	fpocket1	0.31	8.5873	17
11258	Q969R5_PF02820_540_608	3F70_A	fpocket3	0.001	5.8494	12
11259	Q969V6_PF02037_347_381	2KVU_A	fpocket2	0.007	1.1367	11
11260	Q969V6_PF02037_347_381	2KVU_A	fpocket1	0.406	0.5574	14
11261	Q96A49_PF03909_158_215	1X3A_A	fpocket1	0.396	5.539	15
11262	Q96A49_PF03909_158_215	1X3A_A	fpocket2	0.004	2.003	10
11263	Q96A58_PF00071_8_169	2ATV_A	fpocket1	0.752	25.4933	19
11264	Q96A58_PF00071_8_169	2ATV_A	fpocket2	0.045	3.4696	17
11265	Q96AC1_PF00169_375_476	4F7H_A	fpocket3	0.035	9.1625	12
11266	Q96AC1_PF00169_375_476	4F7H_A	fpocket4	0.0	8.8387	15
11267	Q96AC1_PF18124_13_97	2LGX_A	fpocket2	0.33	7.864	19
11268	Q96AC1_PF18124_13_97	2LGX_A	fpocket3	0.0	2.3655	10
11269	Q96AE4_PF00013_102_166	4LIJ_C	fpocket2	0.001	3.0304	13
11270	Q96AE4_PF00013_102_166	4LIJ_C	fpocket4	0.009	1.3603	19
11271	Q96AE4_PF00013_187_253	6Y2D_B	fpocket2	0.01	3.632	18
11272	Q96AE4_PF00013_187_253	6Y2D_B	fpocket1	0.001	1.453	14
11273	Q96AE4_PF00013_277_341	6Y2C_A	fpocket5	0.0	1.6314	12
11274	Q96AE4_PF00013_277_341	6Y2C_A	fpocket2	0.0	1.3037	11
11275	Q96AE4_PF00013_378_445	6Y24_A	fpocket2	0.041	3.2263	17
11276	Q96AE4_PF00013_378_445	6Y24_A	fpocket1	0.047	1.4279	19
11277	Q96AT9_PF00834_6_201	3OVP_A	fpocket2	0.001	43.2232	23
11278	Q96AT9_PF00834_6_201	3OVP_A	fpocket11	0.0	11.8543	17
11279	Q96B02_PF00179_7_148	2MT6_A	fpocket1	0.143	12.8412	17
11280	Q96B02_PF00179_7_148	2MT6_A	fpocket10	0.026	6.8773	10
11281	Q96B26_PF01138_31_166	2NN6_C	fpocket1	0.362	9.81	22
11282	Q96B26_PF01138_31_166	2NN6_C	fpocket3	0.683	7.8179	23
11283	Q96B26_PF03725_191_258	2NN6_C	fpocket3	0.012	1.6879	13
11284	Q96B26_PF03725_191_258	2NN6_C	fpocket1	0.106	1.6384	16
11285	Q96B67_PF00339_9_165	4R7V_A	fpocket1	0.531	7.0909	17
11286	Q96B67_PF00339_9_165	4R7V_A	fpocket10	0.007	5.0016	16
11287	Q96B97_PF14604_274_324	2YDL_A	fpocket2	0.084	4.2858	15
11288	Q96B97_PF14604_274_324	2YDL_A	fpocket4	0.048	2.1244	14
11289	Q96B97_PF14604_6_54	2BZ8_A	fpocket1	0.01	1.0345	15
11290	Q96B97_PF14604_6_54	2BZ8_A	fpocket2	0.0	0.7732	11
11291	Q96BD5_PF00628_490_535	2PUY_A	fpocket1	0.001	2.0087	13
11292	Q96BD5_PF00628_490_535	2PUY_A	fpocket5	0.005	1.9236	14
11293	Q96BH1_PF05773_16_125	2DAY_A	fpocket2	0.002	2.0525	14
11294	Q96BH1_PF05773_16_125	2DAY_A	fpocket1	0.047	1.9084	15
11295	Q96BM9_PF00025_8_181	2H18_A	fpocket4	0.0	8.9911	15
11296	Q96BM9_PF00025_8_181	2H18_A	fpocket5	0.111	5.79	13
11297	Q96BP3_PF00160_493_645	2A2N_C	fpocket8	0.0	6.2158	23
11298	Q96BP3_PF00160_493_645	2A2N_C	fpocket1	0.118	6.1484	20
11299	Q96BR1_PF00787_38_120	6EDX_A	fpocket3	0.376	4.0768	15
11300	Q96BR1_PF00787_38_120	6EDX_A	fpocket5	0.064	3.3804	18
11301	Q96BT7_PF13532_136_334	3THT_A	fpocket1	0.012	31.593	26
11302	Q96BT7_PF13532_136_334	3THT_A	fpocket2	0.565	8.2523	17
11303	Q96C10_PF11648_552_667	3EQT_A	fpocket1	0.0	11.7708	15
11304	Q96C10_PF11648_552_667	3EQT_A	fpocket2	0.005	2.7021	14
11305	Q96C19_PF13499_94_158	5I2L_A	fpocket2	0.01	3.3869	15
11306	Q96C19_PF13499_94_158	5I2L_A	fpocket1	0.372	0.9914	11
11307	Q96C24_PF00168_371_480	3FDW_A	fpocket1	0.816	17.9208	22
11308	Q96C24_PF00168_371_480	3FDW_A	fpocket5	0.0	11.2406	14
11309	Q96C36_PF14748_164_268	6LHM_A	fpocket5	0.975	7.0555	14
11310	Q96C36_PF14748_164_268	6LHM_A	fpocket1	0.03	3.6016	19
11311	Q96C45_PF00069_4_280	6U5L_A	fpocket21	0.007	23.2055	19
11312	Q96C45_PF00069_4_280	6U5L_A	fpocket15	0.176	20.8785	23
11313	Q96CA5_PF00653_90_155	2I3H_A	fpocket1	0.049	4.3535	15
11314	Q96CA5_PF00653_90_155	2I3H_A	fpocket2	0.171	1.8158	15
11315	Q96CA5_PF13920_248_292	4AUQ_B	fpocket1	0.009	0.9009	16
11316	Q96CS3_PF14555_14_57	2DAM_A	fpocket3	0.0	3.0935	15
11317	Q96CS3_PF14555_14_57	2DAM_A	fpocket5	0.0	2.2837	13
11318	Q96CS7_PF00169_3_108	3AJ4_A	fpocket9	0.0	4.3298	17
11319	Q96CS7_PF00169_3_108	3AJ4_A	fpocket8	0.075	3.5563	15
11320	Q96CW1_PF01217_1_137	6URI_M	fpocket1	0.747	8.7576	22
11321	Q96CW1_PF01217_1_137	6URI_M	fpocket6	0.127	5.2947	15
11322	Q96CW5_PF04130_555_886	7QJ0_H	fpocket5	0.009	6.738	15
11323	Q96CW5_PF04130_555_886	7QJ0_H	fpocket4	0.031	6.0889	22
11324	Q96CW5_PF17681_251_552	6V6B_B	fpocket3	0.265	6.2878	13
11325	Q96CW5_PF17681_251_552	6V6B_B	fpocket17	0.003	4.1617	18
11326	Q96CW9_PF00053_287_344	3TBD_A	fpocket4	0.0	3.5062	15
11327	Q96CW9_PF00053_287_344	3TBD_A	fpocket2	0.0	3.0241	13
11328	Q96CW9_PF00055_39_285	3TBD_A	fpocket2	0.021	15.1518	21
11329	Q96CW9_PF00055_39_285	3TBD_A	fpocket1	0.007	9.1939	15
11330	Q96D42_PF07686_20_124	5DZO_A	fpocket2	0.003	5.0975	12
11331	Q96D42_PF07686_20_124	5DZO_A	fpocket4	0.0	4.2298	14
11332	Q96DA2_PF00071_10_173	6S5F_A	fpocket1	0.863	31.2831	21
11333	Q96DA2_PF00071_10_173	6S5F_A	fpocket3	0.0	8.4158	13
11334	Q96DC8_PF00378_51_301	2VX2_B	fpocket1	0.938	11.6696	26
11335	Q96DC8_PF00378_51_301	2VX2_B	fpocket6	0.004	7.0168	14
11336	Q96DE0_PF00293_34_142	2XSQ_A	fpocket3	0.809	20.1922	15
11337	Q96DE0_PF00293_34_142	2XSQ_A	fpocket8	0.0	6.5285	15
11338	Q96DH6_PF00076_23_92	6DBP_A	fpocket2	0.0	1.6818	15
11339	Q96DH6_PF00076_23_92	6DBP_A	fpocket3	0.185	1.3361	16
11340	Q96DN0_PF13848_64_251	4F9Z_A	fpocket1	0.298	21.4451	15
11341	Q96DN0_PF13848_64_251	4F9Z_A	fpocket5	0.622	6.508	14
11342	Q96DR4_PF01852_9_205	6L1M_A	fpocket1	0.898	54.3324	22
11343	Q96DR4_PF01852_9_205	6L1M_A	fpocket3	0.001	8.4839	17
11344	Q96DU3_PF07686_25_127	2IF7_A	fpocket1	0.214	3.403	14
11345	Q96DU3_PF07686_25_127	2IF7_A	fpocket4	0.01	3.1104	16
11346	Q96DV4_PF01161_184_312	7OF0_6	fpocket9	0.299	17.4739	16
11347	Q96DV4_PF01161_184_312	7OF0_6	fpocket1	0.152	6.9794	27
11348	Q96DX5_PF07525_254_292	3ZKJ_A	fpocket1	0.755	5.0381	13
11349	Q96DZ5_PF01302_296_360	2CP0_A	fpocket5	0.012	2.6382	16
11350	Q96DZ5_PF01302_296_360	2CP0_A	fpocket2	0.345	1.7054	14
11351	Q96E17_PF00071_32_193	6Y7G_B	fpocket1	0.311	20.2773	17
11352	Q96E17_PF00071_32_193	6Y7G_B	fpocket7	0.0	5.6323	13
11353	Q96E93_PF00059_92_186	3FF7_C	fpocket2	0.0	4.6571	10
11354	Q96E93_PF00059_92_186	3FF7_C	fpocket6	0.0	3.1999	17
11355	Q96EF0_PF06602_109_448	4Y7I_A	fpocket5	0.0	31.2777	24
11356	Q96EF0_PF06602_109_448	4Y7I_A	fpocket1	0.397	14.0951	17
11357	Q96EP0_PF01485_779_841	6SC5_A	fpocket2	0.272	5.453	14
11358	Q96EP0_PF01485_779_841	6SC5_A	fpocket4	0.003	3.061	13
11359	Q96EP0_PF09409_69_151	4P09_A	fpocket1	0.142	4.4802	17
11360	Q96EP0_PF09409_69_151	4P09_A	fpocket6	0.0	2.1681	17
11361	Q96EP0_PF18091_940_1032	4LJO_A	fpocket6	0.007	3.4541	16
11362	Q96EP0_PF18091_940_1032	4LJO_A	fpocket8	0.002	2.6454	12
11363	Q96EP0_PF18486_1_65	4P09_A	fpocket1	0.523	2.6978	14
11364	Q96EP0_PF18486_1_65	4P09_A	fpocket7	0.063	2.148	16
11365	Q96EP1_PF10283_632_661	2XOC_A	fpocket1	0.283	2.1875	12
11366	Q96EP1_PF10283_632_661	2XOC_A	fpocket2	0.016	0.195	8
11367	Q96EP1_PF17979_462_620	2XOC_A	fpocket2	0.597	6.3574	18
11368	Q96EP1_PF17979_462_620	2XOC_A	fpocket8	0.029	6.2775	18
11369	Q96EP5_PF00076_115_184	2DGS_A	fpocket1	0.764	3.9636	19
11370	Q96EP5_PF00076_115_184	2DGS_A	fpocket3	0.0	1.1532	14
11371	Q96EP5_PF00076_12_81	2DH8_A	fpocket1	0.322	0.8856	14
11372	Q96EP5_PF00076_12_81	2DH8_A	fpocket2	0.0	0.7725	9
11373	Q96EQ8_PF13923_36_75	5DKA_A	fpocket1	0.072	3.1001	15
11374	Q96EQ8_PF18574_94_126	5DKA_A	fpocket1	0.536	2.1206	11
11375	Q96ES7_PF07039_158_288	3MEA_A	fpocket7	0.0	6.3871	10
11376	Q96ES7_PF07039_158_288	3MEA_A	fpocket3	0.009	5.4145	12
11377	Q96EY1_PF00226_93_155	2DN9_A	fpocket2	0.023	1.2154	10
11378	Q96EY1_PF00226_93_155	2DN9_A	fpocket1	0.0	1.0636	12
11379	Q96EY8_PF01923_58_227	7RUT_F	fpocket2	0.061	7.8802	16
11380	Q96EY8_PF01923_58_227	7RUT_F	fpocket14	0.0	3.9955	15
11381	Q96F15_PF04548_28_239	6Z3E_A	fpocket6	0.0	28.0301	19
11382	Q96F15_PF04548_28_239	6Z3E_A	fpocket7	0.0	9.2464	21
11383	Q96F24_PF17169_4_86	4ZEY_A	fpocket3	0.68	2.9882	18
11384	Q96F24_PF17169_4_86	4ZEY_A	fpocket5	0.001	2.7438	11
11385	Q96F46_PF16556_48_198	4HSA_C	fpocket1	0.001	3.9793	19
11386	Q96F46_PF16556_48_198	4HSA_C	fpocket4	0.036	3.4236	13
11387	Q96F46_PF16578_199_303	5N9B_A	fpocket3	0.032	2.7864	13
11388	Q96F46_PF16578_199_303	5N9B_A	fpocket4	0.0	2.5564	10
11389	Q96F86_PF03853_301_467	3D3K_A	fpocket3	0.465	6.6145	16
11390	Q96F86_PF03853_301_467	3D3K_A	fpocket4	0.001	4.897	18
11391	Q96F86_PF12701_4_67	2VC8_A	fpocket3	0.0	2.0656	14
11392	Q96F86_PF12701_4_67	2VC8_A	fpocket1	0.367	1.7888	15
11393	Q96FE5_PF07679_426_514	2ID5_D	fpocket2	0.088	2.4389	18
11394	Q96FE5_PF07679_426_514	2ID5_D	fpocket1	0.013	1.6997	9
11395	Q96FI4_PF01149_1_123	5ITQ_A	fpocket1	0.207	4.8885	15
11396	Q96FI4_PF01149_1_123	5ITQ_A	fpocket2	0.133	2.5753	15
11397	Q96FI4_PF09292_252_290	5ITQ_A	fpocket1	0.246	2.1353	7
11398	Q96FJ2_PF01221_5_88	2XQQ_A	fpocket4	0.11	3.9194	15
11399	Q96FJ2_PF01221_5_88	2XQQ_A	fpocket5	0.175	2.2644	12
11400	Q96FQ6_PF01023_8_53	3NXA_C	fpocket2	0.005	2.9484	10
11401	Q96FQ6_PF01023_8_53	3NXA_C	fpocket6	0.001	2.5187	15
11402	Q96FV9_PF00531_571_652	1WXP_A	fpocket4	0.001	2.055	15
11403	Q96FV9_PF00531_571_652	1WXP_A	fpocket1	0.276	1.8162	18
11404	Q96FX2_PF05207_6_60	2JR7_A	fpocket2	0.004	3.7492	14
11405	Q96FX2_PF05207_6_60	2JR7_A	fpocket4	0.0	1.5591	12
11406	Q96GC5_PF00338_92_187	7OF0_f	fpocket1	0.083	4.6903	26
11407	Q96GC5_PF00338_92_187	7OF0_f	fpocket2	0.002	2.5568	10
11408	Q96GD0_PF13242_210_290	2OYC_A	fpocket2	0.193	1.4747	18
11409	Q96GD0_PF13242_210_290	2OYC_A	fpocket1	0.008	0.3585	11
11410	Q96GD0_PF13344_22_128	2OYC_A	fpocket2	0.068	4.5176	19
11411	Q96GD0_PF13344_22_128	2OYC_A	fpocket6	0.315	2.5852	15
11412	Q96GD3_PF02820_171_238	2P0K_A	fpocket3	0.501	1.918	11
11413	Q96GD3_PF02820_171_238	2P0K_A	fpocket1	0.234	0.8397	17
11414	Q96GD3_PF02820_62_130	2P0K_A	fpocket4	0.489	0.916	13
11415	Q96GD3_PF02820_62_130	2P0K_A	fpocket3	0.032	0.7662	10
11416	Q96GD4_PF00069_77_327	4AF3_A	fpocket5	0.742	27.6712	23
11417	Q96GD4_PF00069_77_327	4AF3_A	fpocket1	0.007	14.6799	19
11418	Q96GM5_PF02201_293_365	6LTH_P	fpocket1	0.382	1.9202	14
11419	Q96GM5_PF02201_293_365	6LTH_P	fpocket3	0.011	1.5683	15
11420	Q96GX5_PF00069_35_202	5LOH_B	fpocket2	0.295	19.2578	21
11421	Q96GX5_PF00069_35_202	5LOH_B	fpocket1	0.06	9.0882	18
11422	Q96GX9_PF00596_27_222	4M6R_A	fpocket2	0.003	21.6546	21
11423	Q96GX9_PF00596_27_222	4M6R_A	fpocket4	0.011	3.7189	22
11424	Q96H15_PF07686_23_130	5F7F_A	fpocket4	0.003	5.5278	14
11425	Q96H15_PF07686_23_130	5F7F_A	fpocket5	0.0	2.9227	16
11426	Q96HC4_PF00412_420_475	2DAR_A	fpocket1	0.221	3.624	11
11427	Q96HC4_PF00412_420_475	2DAR_A	fpocket2	0.011	1.1453	16
11428	Q96HC4_PF00595_4_82	2UZC_A	fpocket1	0.306	6.9482	15
11429	Q96HC4_PF00595_4_82	2UZC_A	fpocket2	0.001	3.6641	15
11430	Q96HL8_PF00018_289_336	2D8H_A	fpocket1	0.281	5.3545	17
11431	Q96HL8_PF00018_289_336	2D8H_A	fpocket3	0.025	1.0966	9
11432	Q96HN2_PF00670_370_531	3GVP_A	fpocket9	0.612	12.1885	18
11433	Q96HN2_PF00670_370_531	3GVP_A	fpocket5	0.003	6.3535	17
11434	Q96HN2_PF05221_185_322	3GVP_A	fpocket1	0.001	4.9057	12
11435	Q96HN2_PF05221_185_322	3GVP_A	fpocket2	0.277	4.4428	9
11436	Q96HN2_PF05221_319_610	3GVP_A	fpocket18	0.049	12.3167	18
11437	Q96HN2_PF05221_319_610	3GVP_A	fpocket8	0.001	8.4302	20
11438	Q96HR3_PF11315_29_176	7EMF_3	fpocket1	0.307	5.3715	19
11439	Q96HR3_PF11315_29_176	7EMF_3	fpocket2	0.325	1.3823	12
11440	Q96HR8_PF04410_198_286	2EQN_A	fpocket1	0.023	3.3138	11
11441	Q96HR8_PF04410_198_286	2EQN_A	fpocket2	0.003	1.7111	14
11442	Q96HS1_PF00300_100_278	6CNL_C	fpocket9	0.006	16.0333	22
11443	Q96HS1_PF00300_100_278	6CNL_C	fpocket6	0.222	5.2174	18
11444	Q96HU8_PF00071_9_171	2ERX_A	fpocket1	0.005	19.2421	20
11445	Q96HU8_PF00071_9_171	2ERX_A	fpocket6	0.248	9.9176	18
11446	Q96HY7_PF02779_567_773	5RW1_A	fpocket5	0.033	5.2385	15
11447	Q96HY7_PF02779_567_773	5RW1_A	fpocket1	0.457	4.5643	16
11448	Q96I15_PF00266_32_430	3GZD_D	fpocket1	0.201	29.9529	22
11449	Q96I15_PF00266_32_430	3GZD_D	fpocket5	0.056	12.5266	17
11450	Q96I25_PF00076_323_383	6HIP_A	fpocket3	0.661	7.8831	14
11451	Q96I25_PF00076_323_383	6HIP_A	fpocket5	0.004	4.4478	19
11452	Q96I99_PF00549_306_426	6WCV_B	fpocket1	0.045	8.6535	20
11453	Q96I99_PF00549_306_426	6WCV_B	fpocket8	0.001	4.5088	13
11454	Q96I99_PF08442_39_247	6WCV_B	fpocket3	0.03	9.7748	20
11455	Q96I99_PF08442_39_247	6WCV_B	fpocket1	0.0	8.8312	16
11456	Q96IU4_PF12697_35_140	1IMJ_A	fpocket1	0.529	6.543	18
11457	Q96IU4_PF12697_35_140	1IMJ_A	fpocket3	0.018	2.743	17
11458	Q96IV0_PF09409_25_103	2CCQ_A	fpocket1	0.463	7.1182	22
11459	Q96IV0_PF09409_25_103	2CCQ_A	fpocket4	0.0	3.6987	18
11460	Q96IY4_PF00246_129_411	4P10_A	fpocket10	0.001	14.0689	24
11461	Q96IY4_PF00246_129_411	4P10_A	fpocket1	0.864	11.5559	18
11462	Q96IY4_PF02244_29_105	4P10_A	fpocket1	0.654	11.1758	19
11463	Q96IY4_PF02244_29_105	4P10_A	fpocket3	0.003	4.2119	16
11464	Q96IZ5_PF00076_311_381	2CPX_A	fpocket6	0.001	2.3635	15
11465	Q96IZ5_PF00076_311_381	2CPX_A	fpocket3	0.303	2.0155	24
11466	Q96J02_PF00168_18_116	2NQ3_A	fpocket5	0.365	6.929	19
11467	Q96J02_PF00168_18_116	2NQ3_A	fpocket2	0.001	6.3962	18
11468	Q96J02_PF00397_328_357	2DMV_A	fpocket1	0.124	3.0461	14
11469	Q96J02_PF00397_328_357	2DMV_A	fpocket2	0.0	2.0429	6
11470	Q96J02_PF00397_360_389	2KYK_A	fpocket2	0.001	1.5938	6
11471	Q96J02_PF00397_360_389	2KYK_A	fpocket1	0.077	1.124	14
11472	Q96J02_PF00397_440_469	5CQ2_A	fpocket1	0.134	1.7211	12
11473	Q96J02_PF00397_480_509	5CQ2_A	fpocket1	0.246	1.4598	12
11474	Q96J02_PF00397_480_509	5CQ2_A	fpocket2	0.001	1.1003	12
11475	Q96J02_PF00632_598_903	5C7M_A	fpocket1	0.148	20.6239	20
11476	Q96J02_PF00632_598_903	5C7M_A	fpocket4	0.043	20.2114	26
11477	Q96J87_PF00076_48_117	2DGQ_A	fpocket3	0.026	7.2568	18
11478	Q96J87_PF00076_48_117	2DGQ_A	fpocket5	0.488	5.56	20
11479	Q96J94_PF02170_280_413	2L5C_A	fpocket1	0.402	13.6171	21
11480	Q96J94_PF02170_280_413	2L5C_A	fpocket9	0.063	6.1014	10
11481	Q96JA1_PF07679_599_689	4U7M_A	fpocket3	0.0	1.7339	12
11482	Q96JA1_PF07679_599_689	4U7M_A	fpocket2	0.001	1.6058	12
11483	Q96JA1_PF07679_693_780	4U7M_A	fpocket3	0.004	1.4265	15
11484	Q96JA1_PF07679_693_780	4U7M_A	fpocket1	0.149	0.9581	14
11485	Q96JA1_PF13927_494_581	4U7M_A	fpocket1	0.344	3.7277	17
11486	Q96JA1_PF13927_494_581	4U7M_A	fpocket6	0.011	3.3714	15
11487	Q96JA3_PF08718_330_472	5KDI_A	fpocket6	0.965	63.5299	18
11488	Q96JA3_PF08718_330_472	5KDI_A	fpocket5	0.0	9.5318	12
11489	Q96JC9_PF09816_14_114	7OKX_O	fpocket1	0.875	7.4739	15
11490	Q96JC9_PF09816_14_114	7OKX_O	fpocket2	0.001	4.3619	14
11491	Q96JH8_PF00595_976_1058	1UM1_A	fpocket1	0.336	6.4707	21
11492	Q96JH8_PF00595_976_1058	1UM1_A	fpocket2	0.009	5.1375	19
11493	Q96JH8_PF00788_61_164	3EC8_A	fpocket1	0.173	3.8309	16
11494	Q96JH8_PF00788_61_164	3EC8_A	fpocket4	0.0	2.0521	16
11495	Q96JM7_PF02820_268_336	3UT1_A	fpocket1	0.56	21.8131	19
11496	Q96JM7_PF02820_268_336	3UT1_A	fpocket3	0.003	3.7427	9
11497	Q96JM7_PF02820_375_443	3UT1_A	fpocket1	0.503	13.5766	13
11498	Q96JM7_PF02820_375_443	3UT1_A	fpocket5	0.003	2.8791	13
11499	Q96JM7_PF02820_479_546	3UT1_A	fpocket1	0.273	1.823	14
11500	Q96JN0_PF05225_350_395	2COB_A	fpocket1	0.002	0.971	12
11501	Q96JN8_PF07177_44_206	2E63_A	fpocket11	0.031	3.4559	11
11502	Q96JN8_PF07177_44_206	2E63_A	fpocket9	0.0	2.347	13
11503	Q96JP2_PF07653_1426_1481	2DLP_A	fpocket1	0.011	3.0129	13
11504	Q96JP2_PF07653_1426_1481	2DLP_A	fpocket2	0.24	1.4015	13
11505	Q96JP5_PF00096_400_422	2M9A_A	fpocket1	0.014	1.7343	9
11506	Q96JY0_PF09011_2_73	2CTO_A	fpocket3	0.251	10.8183	15
11507	Q96JY0_PF09011_2_73	2CTO_A	fpocket7	0.003	3.0118	14
11508	Q96JY6_PF00595_3_81	2PA1_A	fpocket3	0.215	3.632	13
11509	Q96JY6_PF00595_3_81	2PA1_A	fpocket4	0.006	3.2915	13
11510	Q96JZ2_PF00017_34_109	2CS0_A	fpocket2	0.224	9.43	15
11511	Q96JZ2_PF00017_34_109	2CS0_A	fpocket3	0.0	5.0081	15
11512	Q96KB5_PF00069_33_318	5J0A_A	fpocket17	0.012	6.4279	11
11513	Q96KB5_PF00069_33_318	5J0A_A	fpocket18	0.0	4.9794	10
11514	Q96KC2_PF00025_1_176	1YZG_A	fpocket11	0.0	9.8582	16
11515	Q96KC2_PF00025_1_176	1YZG_A	fpocket9	0.024	9.1066	19
11516	Q96KC8_PF00249_494_543	2CQR_A	fpocket3	0.0	1.0511	10
11517	Q96KC8_PF00249_494_543	2CQR_A	fpocket2	0.207	0.8745	11
11518	Q96KN2_PF07687_241_402	3DLJ_A	fpocket1	0.788	15.7409	19
11519	Q96KN2_PF07687_241_402	3DLJ_A	fpocket8	0.321	7.962	15
11520	Q96KN7_PF18111_1114_1279	4QAM_B	fpocket2	0.025	8.498	16
11521	Q96KN7_PF18111_1114_1279	4QAM_B	fpocket11	0.016	4.1805	14
11522	Q96KP4_PF07687_208_369	4RUH_A	fpocket2	0.017	13.7155	17
11523	Q96KP4_PF07687_208_369	4RUH_A	fpocket4	0.417	4.8407	9
11524	Q96KS0_PF13640_282_375	5V1B_A	fpocket1	0.703	31.2322	21
11525	Q96KS0_PF13640_282_375	5V1B_A	fpocket2	0.008	4.4775	12
11526	Q96L34_PF00069_59_310	5ES1_A	fpocket4	0.094	19.7992	21
11527	Q96L34_PF00069_59_310	5ES1_A	fpocket14	0.001	18.7584	16
11528	Q96L34_PF00627_331_366	5ES1_A	fpocket1	0.628	1.4467	16
11529	Q96L34_PF00627_331_366	5ES1_A	fpocket2	0.009	1.1701	15
11530	Q96L73_PF17907_1901_1939	3OOI_A	fpocket1	0.116	5.1073	15
11531	Q96L73_PF17907_1901_1939	3OOI_A	fpocket3	0.027	2.1613	12
11532	Q96L92_PF00595_43_133	7E0B_A	fpocket3	0.0	6.5606	16
11533	Q96L92_PF00595_43_133	7E0B_A	fpocket1	0.324	5.3241	19
