	domain	fpocket	druggability score	prank rescore	buriedness	min pLDDT
22781	Q8WZA2_PF00027_61_150	fpocket1	0.574	6.81	17	87.61
22782	Q8WZA2_PF00027_61_150	fpocket2	0.0	0.9522	11	91.69
22783	Q8WZA2_PF00610_220_289	fpocket1	0.322	12.0281	10	89.91
22784	Q8WZA2_PF00610_220_289	fpocket2	0.001	4.0781	13	89.91
22785	Q8WZA2_PF00618_499_605	fpocket2	0.009	5.4883	11	86.87
22786	Q8WZA2_PF00618_499_605	fpocket3	0.268	7.5442	16	80.87
22787	Q902F9_PF13804_115_283	fpocket10	0.004	6.6382	13	76.39
22788	Q902F9_PF13804_115_283	fpocket14	0.212	23.5742	20	76.39
22789	Q92478_PF00059_52_146	fpocket1	0.68	3.1659	19	86.25
22790	Q92478_PF00059_52_146	fpocket3	0.003	2.8566	14	90.06
22791	Q92484_PF00149_38_297	fpocket13	0.0	7.2255	14	98.24
22792	Q92484_PF00149_38_297	fpocket22	0.0	6.2182	16	98.46
22793	Q92485_PF00149_21_281	fpocket15	0.0	13.2339	16	97.63
22794	Q92485_PF00149_21_281	fpocket22	0.0	9.1214	16	97.43
22795	Q92496_PF00084_149_204	fpocket1	0.0	0.7001	12	84.22
22796	Q92496_PF00084_211_265	fpocket1	0.083	3.4942	7	84.67
22797	Q92496_PF00084_211_265	fpocket2	0.137	1.1846	10	87.69
22798	Q92496_PF00084_24_85	fpocket1	0.0	2.3042	10	87.14
22799	Q92496_PF00084_24_85	fpocket2	0.0	2.1256	11	86.67
22800	Q92496_PF00084_271_331	fpocket1	0.0	6.3357	10	89.09
22801	Q92496_PF00084_271_331	fpocket2	0.0	2.3198	11	89.74
22802	Q92496_PF00084_335_392	fpocket1	0.412	2.3462	11	81.8
22803	Q92496_PF00084_335_392	fpocket2	0.001	4.0688	19	80.94
22804	Q92496_PF00084_396_451	fpocket3	0.009	2.2344	12	82.4
22805	Q92496_PF00084_396_451	fpocket5	0.013	5.8925	13	78.04
22806	Q92496_PF00084_458_512	fpocket1	0.583	1.2557	11	88.69
22807	Q92496_PF00084_458_512	fpocket2	0.003	4.0793	6	88.69
22808	Q92496_PF00084_87_145	fpocket1	0.324	1.9596	17	87.28
22809	Q92496_PF00084_87_145	fpocket2	0.025	2.6482	14	81.06
22810	Q92499_PF00271_488_610	fpocket2	0.359	4.6081	19	94.7
22811	Q92502_PF00620_586_731	fpocket1	0.738	11.5726	19	94.46
22812	Q92502_PF00620_586_731	fpocket9	0.004	4.3023	17	94.46
22813	Q92502_PF01852_818_1019	fpocket11	0.0	8.6352	11	89.35
22814	Q92502_PF01852_818_1019	fpocket6	0.063	11.4521	22	93.02
22815	Q92503_PF00650_324_489	fpocket1	0.956	39.0172	20	87.76
22816	Q92503_PF00650_324_489	fpocket3	0.006	10.8301	20	89.39
22817	Q92503_PF03765_251_299	fpocket1	0.004	3.1304	10	81.08
22818	Q92503_PF03765_251_299	fpocket3	0.001	5.6729	16	72.53
22819	Q92506_PF13561_18_260	fpocket1	0.934	23.746	24	95.88
22820	Q92506_PF13561_18_260	fpocket12	0.011	19.5377	22	80.99
22821	Q92519_PF00069_72_308	fpocket6	0.013	9.8038	13	94.8
22822	Q92519_PF00069_72_308	fpocket9	0.302	10.2604	14	92.47
22823	Q92520_PF15711_102_190	fpocket1	0.921	5.5987	15	98.81
22824	Q92520_PF15711_102_190	fpocket2	0.001	1.505	10	97.27
22825	Q92522_PF00538_45_117	fpocket2	0.263	2.654	16	81.26
22826	Q92522_PF00538_45_117	fpocket4	0.0	4.4346	7	93.06
22827	Q92529_PF00017_499_570	fpocket1	0.811	10.3164	14	75.12
22828	Q92529_PF00017_499_570	fpocket3	0.003	5.5518	14	83.33
22829	Q92529_PF00640_155_311	fpocket3	0.282	6.2014	18	90.51
22830	Q92529_PF00640_155_311	fpocket4	0.103	8.9315	11	80.95
22831	Q92537_PF00084_42_102	fpocket1	0.002	2.481	18	87.44
22832	Q92537_PF00084_42_102	fpocket2	0.005	1.9122	13	90.03
22833	Q92538_PF01369_699_884	fpocket12	0.512	4.0182	16	91.19
22834	Q92538_PF01369_699_884	fpocket6	0.448	6.6823	14	80.89
22835	Q92538_PF12783_400_551	fpocket5	0.478	6.7862	16	79.18
22836	Q92538_PF12783_400_551	fpocket6	0.0	4.0843	12	86.11
22837	Q92539_PF08235_637_862	fpocket18	0.314	7.9042	16	71.45
22838	Q92539_PF08235_637_862	fpocket3	0.593	10.9892	18	88.1
22839	Q92541_PF03126_358_460	fpocket2	0.005	6.3986	15	90.25
22840	Q92541_PF03126_358_460	fpocket8	0.004	5.747	11	84.74
22841	Q92542_PF18266_49_223	fpocket3	0.556	13.6567	16	80.35
22842	Q92542_PF18266_49_223	fpocket5	0.409	11.675	12	84.03
22843	Q92543_PF00787_569_659	fpocket7	0.044	4.1853	13	81.85
22844	Q92545_PF12371_108_191	fpocket1	0.225	9.3575	17	84.51
22845	Q92545_PF12371_108_191	fpocket2	0.001	1.1906	11	79.35
22846	Q92560_PF01088_5_215	fpocket12	0.217	19.081	18	78.99
22847	Q92560_PF18031_643_688	fpocket1	0.091	1.2967	11	91.08
22848	Q92563_PF00086_313_376	fpocket2	0.154	4.1116	17	83.5
22849	Q92563_PF00086_313_376	fpocket3	0.72	2.8412	10	86.55
22850	Q92563_PF07648_131_180	fpocket2	0.003	2.4257	15	74.65
22851	Q92569_PF00017_358_432	fpocket2	0.31	13.9403	18	87.39
22852	Q92569_PF00017_358_432	fpocket5	0.003	3.796	12	86.75
22853	Q92569_PF00017_65_140	fpocket2	0.241	5.7295	18	89.93
22854	Q92569_PF00017_65_140	fpocket5	0.025	6.7962	15	89.66
22855	Q92569_PF16454_163_331	fpocket9	0.377	2.9351	15	88.49
22856	Q92570_PF00104_429_607	fpocket10	0.029	5.4811	13	91.52
22857	Q92570_PF00104_429_607	fpocket2	0.044	3.4269	14	89.68
22858	Q92570_PF00105_290_359	fpocket1	0.128	3.7074	13	94.31
22859	Q92570_PF00105_290_359	fpocket4	0.017	2.0309	13	89.79
22860	Q92572_PF01217_1_148	fpocket2	0.482	4.6159	16	91.23
22861	Q92572_PF01217_1_148	fpocket8	0.004	2.7867	13	95.4
22862	Q92575_PF00789_314_395	fpocket1	0.001	2.5795	15	82.91
22863	Q92575_PF00789_314_395	fpocket2	0.586	4.038	10	82.91
22864	Q92576_PF00628_719_772	fpocket1	0.762	6.2378	14	85.18
22865	Q92576_PF07500_923_1038	fpocket8	0.774	5.9712	12	79.55
22866	Q92576_PF07500_923_1038	fpocket9	0.05	4.4311	11	73.44
22867	Q92576_PF07744_1199_1349	fpocket1	0.32	3.9734	16	84.02
22868	Q92576_PF07744_1199_1349	fpocket2	0.0	2.2152	11	80.21
22869	Q92583_PF00048_31_88	fpocket1	0.575	3.6465	13	95.35
22870	Q92583_PF00048_31_88	fpocket2	0.0	1.8327	17	95.0
22871	Q92585_PF09596_14_71	fpocket2	0.608	1.4654	11	93.34
22872	Q92585_PF09596_14_71	fpocket7	0.004	2.518	10	93.67
22873	Q92597_PF03096_34_316	fpocket2	0.013	7.685	17	91.32
22874	Q92599_PF00735_41_314	fpocket16	0.0	8.829	20	77.2
22875	Q92608_PF07653_12_66	fpocket1	0.359	1.8443	15	89.21
22876	Q92608_PF07653_12_66	fpocket2	0.002	1.5335	16	72.23
22877	Q92610_PF00096_1013_1036	fpocket1	0.002	0.7259	9	82.78
22878	Q92610_PF16622_1149_1177	fpocket1	0.372	1.5748	13	81.42
22879	Q92613_PF13832_253_365	fpocket1	0.66	6.8635	16	86.98
22880	Q92613_PF13832_253_365	fpocket6	0.01	3.2675	16	89.51
22881	Q92614_PF00063_1081_1173	fpocket2	0.615	6.9937	14	83.69
22882	Q92614_PF00063_407_1062	fpocket12	0.068	18.9782	17	79.47
22883	Q92614_PF00063_407_1062	fpocket9	0.0	11.6479	25	83.45
22884	Q92614_PF17820_266_309	fpocket2	0.0	2.7906	16	84.62
22885	Q92615_PF05383_160_216	fpocket2	0.29	4.1967	13	85.72
22886	Q92615_PF05383_160_216	fpocket3	0.058	11.6251	15	86.06
22887	Q92618_PF00096_1098_1120	fpocket1	0.0	2.299	7	81.94
22888	Q92618_PF00096_278_298	fpocket1	0.004	1.3646	11	77.82
22889	Q92618_PF13909_62_86	fpocket1	0.586	4.0005	10	70.63
22890	Q92619_PF00620_775_943	fpocket5	0.366	5.6533	18	90.53
22891	Q92619_PF00620_775_943	fpocket6	0.16	3.2913	16	90.98
22892	Q92620_PF00270_535_694	fpocket1	0.3	5.5767	18	70.81
22893	Q92620_PF00270_535_694	fpocket4	0.03	4.3945	18	79.08
22894	Q92620_PF00271_725_861	fpocket2	0.003	2.7281	15	73.73
22895	Q92620_PF00271_725_861	fpocket8	0.011	4.4446	16	93.01
22896	Q92620_PF04408_923_1058	fpocket4	0.306	5.1093	16	88.45
22897	Q92620_PF04408_923_1058	fpocket7	0.076	5.9591	13	77.34
22898	Q92620_PF07717_1069_1148	fpocket2	0.006	7.119	16	85.46
22899	Q92622_PF13901_737_937	fpocket3	0.236	5.0173	13	96.18
22900	Q92622_PF13901_737_937	fpocket9	0.661	10.0399	16	87.32
22901	Q92625_PF00640_942_1068	fpocket1	0.358	3.651	16	84.3
22902	Q92625_PF00640_942_1068	fpocket2	0.0	6.1709	15	80.36
22903	Q92626_PF03098_741_1289	fpocket2	0.871	25.7886	23	85.07
22904	Q92626_PF03098_741_1289	fpocket21	0.0	15.6015	19	89.52
22905	Q92626_PF07679_246_334	fpocket2	0.0	1.289	14	78.33
22906	Q92626_PF07679_246_334	fpocket3	0.003	1.2971	16	77.99
22907	Q92626_PF07679_342_429	fpocket1	0.03	0.792	8	84.52
22908	Q92626_PF07679_342_429	fpocket4	0.376	6.1582	19	82.07
22909	Q92626_PF07679_433_519	fpocket1	0.0	1.7447	16	81.8
22910	Q92626_PF07679_433_519	fpocket4	0.001	1.2399	15	75.12
22911	Q92626_PF07679_525_611	fpocket1	0.455	0.8302	14	80.99
22912	Q92626_PF07679_525_611	fpocket2	0.0	0.9477	17	73.74
22913	Q92630_PF00069_222_535	fpocket5	0.206	15.9914	22	87.58
22914	Q92630_PF00069_222_535	fpocket8	0.0	11.8989	18	87.39
22915	Q92636_PF02893_176_294	fpocket2	0.006	7.8257	16	75.23
22916	Q92637_PF13895_104_187	fpocket3	0.3	3.7166	12	93.35
22917	Q92637_PF13895_104_187	fpocket6	0.246	8.8085	12	91.04
22918	Q92637_PF13927_23_87	fpocket1	0.312	7.5256	19	94.28
22919	Q92637_PF13927_23_87	fpocket2	0.002	4.0092	7	94.28
22920	Q92664_PF00096_100_125	fpocket1	0.001	1.7548	12	80.06
22921	Q92664_PF00096_246_271	fpocket1	0.201	0.8524	12	77.61
22922	Q92664_PF00096_246_271	fpocket2	0.003	3.0329	10	77.61
22923	Q92664_PF00096_277_301	fpocket1	0.274	2.3305	13	79.23
22924	Q92667_PF00013_609_673	fpocket2	0.484	1.871	13	88.67
22925	Q92667_PF00013_609_673	fpocket3	0.003	1.6135	14	90.24
22926	Q92667_PF00567_704_828	fpocket4	0.079	3.7082	14	92.81
22927	Q92667_PF00567_704_828	fpocket7	0.0	2.464	19	91.81
22928	Q92670_PF00096_404_426	fpocket1	0.47	1.6164	10	90.2
22929	Q92670_PF02023_45_134	fpocket4	0.739	6.481	16	80.12
22930	Q92673_PF15901_588_752	fpocket1	0.25	4.597	13	73.39
22931	Q92673_PF15901_588_752	fpocket6	0.096	7.7046	8	88.58
22932	Q92692_PF07686_37_159	fpocket2	0.864	3.5799	15	80.18
22933	Q92692_PF07686_37_159	fpocket7	0.011	3.3229	16	85.65
22934	Q92692_PF08205_159_249	fpocket1	0.152	10.069	21	93.13
22935	Q92692_PF08205_159_249	fpocket5	0.0	5.4608	15	95.84
22936	Q92696_PF07711_244_346	fpocket1	0.765	3.3487	14	91.28
22937	Q92696_PF07711_244_346	fpocket3	0.238	5.9369	9	92.23
22938	Q92698_PF00176_156_463	fpocket1	0.0	5.9357	13	72.53
22939	Q92698_PF00176_156_463	fpocket24	0.0	9.0357	17	72.49
22940	Q92698_PF00271_496_611	fpocket3	0.0	4.3018	12	73.9
22941	Q92698_PF00271_496_611	fpocket4	0.004	3.589	7	79.98
22942	Q92729_PF00041_287_370	fpocket4	0.285	13.1758	7	87.66
22943	Q92729_PF00041_287_370	fpocket6	0.0	10.8903	13	75.01
22944	Q92729_PF00041_490_579	fpocket1	0.005	4.5117	16	75.09
22945	Q92729_PF00041_490_579	fpocket7	0.512	6.2828	13	86.01
22946	Q92729_PF00102_1203_1438	fpocket1	0.844	6.866	21	89.15
22947	Q92729_PF00102_913_1143	fpocket15	0.005	9.9681	9	86.77
22948	Q92729_PF00102_913_1143	fpocket9	0.0	7.7194	21	74.9
22949	Q92730_PF00071_15_188	fpocket1	0.279	9.018	23	93.52
22950	Q92730_PF00071_15_188	fpocket2	0.042	7.2041	23	94.6
22951	Q92731_PF00104_283_482	fpocket1	0.754	16.4897	25	92.29
22952	Q92731_PF00104_283_482	fpocket8	0.002	7.824	17	94.92
22953	Q92731_PF00105_147_216	fpocket1	0.017	1.6449	12	92.0
22954	Q92731_PF00105_147_216	fpocket2	0.001	1.7675	12	94.01
22955	Q92734_PF00564_10_93	fpocket1	0.095	2.2551	16	89.22
22956	Q92737_PF00071_6_180	fpocket2	0.195	19.8504	18	70.14
22957	Q92737_PF00071_6_180	fpocket7	0.001	7.8251	17	76.56
22958	Q92743_PF00219_37_89	fpocket1	0.206	1.6151	15	81.34
22959	Q92743_PF00219_37_89	fpocket2	0.509	5.1492	16	81.03
22960	Q92743_PF07648_108_155	fpocket1	0.109	2.2728	15	93.66
22961	Q92743_PF13365_204_342	fpocket1	0.378	15.3858	23	88.97
22962	Q92743_PF17820_413_464	fpocket2	0.004	3.5793	18	86.8
22963	Q92743_PF17820_413_464	fpocket3	0.385	7.3154	19	90.29
22964	Q92752_PF00041_1042_1121	fpocket2	0.426	4.0972	7	80.08
22965	Q92752_PF00041_1042_1121	fpocket6	0.001	4.3017	14	80.09
22966	Q92752_PF00041_327_404	fpocket1	0.0	2.6035	16	71.75
22967	Q92752_PF00041_327_404	fpocket2	0.0	3.9764	11	87.13
22968	Q92752_PF00041_416_496	fpocket1	0.061	2.2921	19	79.04
22969	Q92752_PF00041_416_496	fpocket2	0.002	3.1935	12	81.36
22970	Q92752_PF00041_505_585	fpocket1	0.636	4.5124	22	81.13
22971	Q92752_PF00041_595_677	fpocket2	0.215	2.9976	13	82.54
22972	Q92752_PF00041_595_677	fpocket3	0.001	1.6615	14	78.45
22973	Q92752_PF00041_687_766	fpocket3	0.0	3.1788	13	77.4
22974	Q92752_PF00041_687_766	fpocket4	0.0	1.8732	12	81.63
22975	Q92752_PF00041_775_855	fpocket2	0.058	4.3283	20	81.2
22976	Q92752_PF00041_865_944	fpocket1	0.369	1.6196	19	79.55
22977	Q92752_PF00041_865_944	fpocket2	0.0	1.618	19	76.77
22978	Q92752_PF00041_954_1033	fpocket1	0.017	4.5999	13	80.47
22979	Q92752_PF00041_954_1033	fpocket4	0.446	6.7913	18	86.26
22980	Q92752_PF00147_1134_1343	fpocket1	0.0	2.9515	17	89.34
22981	Q92752_PF00147_1134_1343	fpocket7	0.0	1.4511	10	94.23
22982	Q92753_PF00104_259_443	fpocket10	0.002	6.4072	20	94.98
22983	Q92753_PF00104_259_443	fpocket6	0.898	33.0937	19	95.07
22984	Q92753_PF00105_19_88	fpocket1	0.0	2.7094	12	83.61
22985	Q92753_PF00105_19_88	fpocket2	0.003	1.4116	11	86.07
22986	Q92759_PF18307_389_456	fpocket1	0.126	5.4608	15	87.45
22987	Q92759_PF18307_389_456	fpocket2	0.004	3.2089	8	90.21
22988	Q92765_PF01392_35_143	fpocket6	0.184	4.7625	16	92.69
22989	Q92765_PF01392_35_143	fpocket7	0.007	4.8637	20	84.78
22990	Q92765_PF01759_188_291	fpocket1	0.308	4.5067	14	90.0
22991	Q92765_PF01759_188_291	fpocket5	0.006	4.6263	13	87.24
22992	Q92766_PF00096_1540_1562	fpocket1	0.001	1.8226	10	85.85
22993	Q92766_PF00096_1540_1562	fpocket2	0.141	0.5665	9	82.15
22994	Q92766_PF13909_671_695	fpocket1	0.0	1.8649	7	74.31
22995	Q92766_PF13912_1513_1537	fpocket1	0.0	0.9255	9	84.16
22996	Q92766_PF13912_315_341	fpocket1	0.311	1.7212	11	78.56
22997	Q92769_PF00850_29_320	fpocket10	0.009	11.1064	21	92.6
22998	Q92769_PF00850_29_320	fpocket27	0.04	19.2083	18	96.23
22999	Q92771_PF13307_711_900	fpocket1	0.602	10.522	12	92.9
23000	Q92777_PF02078_109_212	fpocket1	0.805	5.5687	18	95.11
23001	Q92777_PF02078_109_212	fpocket4	0.0	4.5241	13	94.44
23002	Q92777_PF02750_214_416	fpocket1	0.322	31.2082	22	85.43
23003	Q92777_PF02750_214_416	fpocket13	0.001	10.7439	14	96.04
23004	Q92781_PF00106_29_221	fpocket1	0.487	16.9285	23	85.66
23005	Q92781_PF00106_29_221	fpocket7	0.465	13.8409	20	85.66
23006	Q92782_PF00628_256_311	fpocket1	0.574	9.7068	17	84.73
23007	Q92782_PF00628_256_311	fpocket2	0.0	4.3322	11	81.17
23008	Q92782_PF00628_310_368	fpocket3	0.009	4.7216	18	80.4
23009	Q92783_PF00018_216_261	fpocket1	0.422	6.3772	15	89.34
23010	Q92783_PF00018_216_261	fpocket2	0.006	5.2313	11	85.22
23011	Q92783_PF00790_5_139	fpocket1	0.005	3.1969	15	92.72
23012	Q92783_PF00790_5_139	fpocket8	0.0	3.202	20	91.29
23013	Q92784_PF00628_261_319	fpocket1	0.361	8.0901	19	94.25
23014	Q92784_PF00628_261_319	fpocket3	0.0	3.697	11	94.25
23015	Q92784_PF00628_318_366	fpocket1	0.072	6.6249	11	88.03
23016	Q92784_PF00628_318_366	fpocket3	0.118	5.0769	17	90.9
23017	Q92785_PF00628_272_330	fpocket1	0.237	8.7759	16	95.12
23018	Q92785_PF00628_272_330	fpocket2	0.0	3.673	12	95.77
23019	Q92785_PF00628_329_376	fpocket1	0.406	4.6247	17	92.64
23020	Q92786_PF05044_579_732	fpocket4	0.001	3.8114	14	97.82
23021	Q92786_PF05044_579_732	fpocket8	0.068	3.9179	17	90.63
23022	Q92793_PF00439_1094_1180	fpocket2	0.553	5.6682	25	90.76
23023	Q92793_PF00439_1094_1180	fpocket4	0.117	7.5044	15	93.88
23024	Q92793_PF06001_1192_1231	fpocket1	0.441	11.6789	12	74.4
23025	Q92793_PF06001_1192_1231	fpocket3	0.001	6.091	10	74.4
23026	Q92793_PF08214_1342_1649	fpocket1	0.304	29.2724	20	73.49
23027	Q92793_PF08214_1342_1649	fpocket19	0.411	10.1768	19	88.01
23028	Q92794_PF00628_208_265	fpocket1	0.53	9.0698	16	87.7
23029	Q92794_PF00628_208_265	fpocket2	0.003	2.7801	13	88.63
23030	Q92794_PF00628_264_313	fpocket2	0.001	4.1163	13	87.86
23031	Q92794_PF17772_506_560	fpocket1	0.358	5.562	10	93.05
23032	Q92796_PF00018_507_563	fpocket1	0.31	3.0983	15	92.24
23033	Q92796_PF00018_507_563	fpocket2	0.0	1.3079	13	86.06
23034	Q92796_PF00595_226_310	fpocket1	0.471	3.7091	18	80.86
23035	Q92796_PF00595_226_310	fpocket2	0.002	4.3031	12	77.23
23036	Q92796_PF00595_386_464	fpocket2	0.608	7.8702	14	76.75
23037	Q92796_PF00595_386_464	fpocket3	0.0	2.6895	9	83.21
23038	Q92796_PF00625_626_804	fpocket2	0.138	11.2358	15	90.95
23039	Q92796_PF00625_626_804	fpocket6	0.001	6.9403	18	91.35
23040	Q92797_PF11935_122_349	fpocket1	0.011	4.5454	21	91.81
23041	Q92797_PF11935_122_349	fpocket2	0.937	8.8633	16	94.7
23042	Q92800_PF18264_560_591	fpocket1	0.004	3.0637	16	92.63
23043	Q92800_PF18264_560_591	fpocket5	0.375	1.9595	9	91.63
23044	Q92802_PF13671_404_538	fpocket4	0.467	27.7704	23	88.65
23045	Q92802_PF13671_404_538	fpocket7	0.0	11.6998	16	88.65
23046	Q92804_PF00076_236_314	fpocket3	0.034	2.5997	17	80.02
23047	Q92804_PF00076_236_314	fpocket7	0.004	1.9901	14	73.3
23048	Q92806_PF01007_25_164	fpocket3	0.437	5.3347	11	92.78
23049	Q92806_PF01007_25_164	fpocket7	0.001	4.7864	13	90.83
23050	Q92806_PF17655_171_343	fpocket15	0.0	4.1787	18	90.05
23051	Q92806_PF17655_171_343	fpocket3	0.0	4.7283	14	90.86
23052	Q92817_PF17902_404_468	fpocket1	0.623	1.7508	13	82.53
23053	Q92817_PF17902_404_468	fpocket3	0.014	0.6322	12	75.87
23054	Q92820_PF07722_34_246	fpocket1	0.008	8.6391	18	95.44
23055	Q92820_PF07722_34_246	fpocket11	0.123	9.7384	15	98.38
23056	Q92823_PF00041_1068_1148	fpocket6	0.002	4.9766	15	78.02
23057	Q92823_PF00041_648_733	fpocket1	0.035	3.4945	20	78.85
23058	Q92823_PF00041_648_733	fpocket2	0.198	0.9338	18	76.11
23059	Q92823_PF00041_748_833	fpocket1	0.04	3.5569	19	81.88
23060	Q92823_PF00041_748_833	fpocket3	0.06	7.2028	17	83.74
23061	Q92823_PF00041_847_940	fpocket3	0.648	5.7304	17	80.3
23062	Q92823_PF00041_953_1040	fpocket1	0.122	3.4648	22	84.83
23063	Q92823_PF07679_546_633	fpocket1	0.001	2.2728	15	80.86
23064	Q92823_PF07679_546_633	fpocket2	0.218	1.9315	16	79.78
23065	Q92823_PF13927_267_344	fpocket1	0.102	9.5804	19	84.76
23066	Q92823_PF13927_267_344	fpocket2	0.0	2.1676	15	78.96
23067	Q92823_PF13927_361_436	fpocket1	0.366	6.7652	17	78.47
23068	Q92823_PF13927_361_436	fpocket9	0.0	1.8279	18	84.93
23069	Q92823_PF13927_45_127	fpocket1	0.078	5.2014	20	85.83
23070	Q92823_PF13927_45_127	fpocket2	0.003	3.879	14	87.42
23071	Q92824_PF00082_162_445	fpocket1	0.003	8.196	27	86.98
23072	Q92824_PF00082_162_445	fpocket5	0.03	7.4813	16	73.13
23073	Q92824_PF14843_635_756	fpocket1	0.062	5.3261	15	75.33
23074	Q92824_PF14843_635_756	fpocket2	0.632	6.6659	16	73.1
23075	Q92824_PF16470_38_114	fpocket1	0.461	5.9316	15	70.78
23076	Q92826_PF00046_217_273	fpocket3	0.006	2.0296	9	89.34
23077	Q92826_PF00046_217_273	fpocket4	0.005	2.6118	14	97.82
23078	Q92828_PF08953_5_70	fpocket1	0.311	7.0236	14	95.59
23079	Q92828_PF08953_5_70	fpocket3	0.011	4.7595	14	96.87
23080	Q92830_PF00439_737_820	fpocket1	0.577	11.8121	17	89.39
23081	Q92830_PF00439_737_820	fpocket2	0.305	7.0255	21	92.4
23082	Q92830_PF06466_86_336	fpocket3	0.97	16.2962	13	93.33
23083	Q92830_PF06466_86_336	fpocket7	0.0	10.7838	14	77.35
23084	Q92831_PF00439_732_815	fpocket2	0.387	8.4608	17	85.45
23085	Q92831_PF00439_732_815	fpocket4	0.088	5.5603	20	93.71
23086	Q92831_PF06466_74_326	fpocket3	0.975	15.6696	18	92.0
23087	Q92831_PF06466_74_326	fpocket7	0.009	6.7202	13	87.83
23088	Q92832_PF00093_273_331	fpocket1	0.12	2.6413	15	70.98
23089	Q92832_PF00093_694_749	fpocket1	0.528	2.638	13	73.85
23090	Q92832_PF02210_95_206	fpocket1	0.003	5.1814	15	85.54
23091	Q92832_PF02210_95_206	fpocket3	0.09	5.5178	19	88.88
23092	Q92832_PF12662_572_599	fpocket1	0.058	4.2158	12	76.68
23093	Q92833_PF01388_604_709	fpocket2	0.28	14.1473	22	79.18
23094	Q92833_PF01388_604_709	fpocket7	0.006	7.1218	12	81.05
23095	Q92833_PF02373_916_1031	fpocket1	0.056	14.9832	15	92.34
23096	Q92833_PF02373_916_1031	fpocket3	0.334	7.5097	19	95.09
23097	Q92833_PF02928_1139_1192	fpocket1	0.889	13.7951	16	91.84
23098	Q92833_PF02928_1139_1192	fpocket4	0.166	4.3407	15	85.92
23099	Q92835_PF00017_5_86	fpocket4	0.174	6.5819	18	91.31
23100	Q92835_PF00017_5_86	fpocket6	0.06	7.5062	12	74.93
23101	Q92835_PF03372_409_701	fpocket1	0.101	43.244	23	96.0
23102	Q92835_PF03372_409_701	fpocket22	0.002	23.6104	19	98.62
23103	Q92838_PF00229_272_385	fpocket1	0.356	6.4764	21	86.15
23104	Q92838_PF00229_272_385	fpocket7	0.0	5.0763	15	86.15
23105	Q92839_PF13641_182_382	fpocket13	0.016	9.4317	17	77.22
23106	Q92839_PF13641_182_382	fpocket4	0.316	22.6948	14	90.87
23107	Q92841_PF00270_195_366	fpocket13	0.0	6.4118	19	78.64
23108	Q92841_PF00270_195_366	fpocket2	0.001	4.7812	15	91.24
23109	Q92841_PF00271_401_513	fpocket1	0.0	3.6608	14	71.9
23110	Q92841_PF00271_401_513	fpocket2	0.033	3.9176	15	90.58
23111	Q92851_PF01335_115_191	fpocket1	0.004	2.0491	17	85.05
23112	Q92851_PF01335_115_191	fpocket5	0.115	1.8913	15	86.06
23113	Q92851_PF01335_20_101	fpocket1	0.349	3.8722	16	88.23
23114	Q92851_PF01335_20_101	fpocket5	0.045	1.477	11	92.75
23115	Q92854_PF00047_561_639	fpocket3	0.003	2.3447	10	92.35
23116	Q92854_PF00047_561_639	fpocket6	0.022	14.279	20	93.3
23117	Q92859_PF00041_440_525	fpocket2	0.532	2.129	15	74.26
23118	Q92859_PF00041_540_621	fpocket2	0.429	3.7971	15	88.4
23119	Q92859_PF00041_635_721	fpocket2	0.001	3.3558	20	81.69
23120	Q92859_PF00041_635_721	fpocket3	0.001	2.1217	12	88.43
23121	Q92859_PF00041_740_820	fpocket1	0.031	3.4947	19	72.48
23122	Q92859_PF00041_740_820	fpocket2	0.222	3.5841	16	75.05
23123	Q92859_PF00041_855_942	fpocket2	0.038	3.0622	13	71.25
23124	Q92859_PF00041_855_942	fpocket3	0.15	2.8916	14	72.07
23125	Q92859_PF00041_956_1044	fpocket2	0.053	1.5803	11	77.33
23126	Q92859_PF07679_249_337	fpocket2	0.012	0.8695	11	91.09
23127	Q92859_PF07679_249_337	fpocket3	0.001	2.6057	17	83.04
23128	Q92859_PF07679_341_427	fpocket2	0.287	2.6335	14	83.63
23129	Q92859_PF07679_341_427	fpocket4	0.365	4.4279	13	75.15
23130	Q92859_PF13895_55_148	fpocket3	0.323	2.7364	20	80.49
23131	Q92859_PF13927_151_225	fpocket2	0.635	8.4066	19	86.26
23132	Q92859_PF13927_151_225	fpocket6	0.011	5.0336	6	85.58
23133	Q92870_PF00397_292_320	fpocket1	0.164	5.4866	11	81.54
23134	Q92870_PF00640_590_712	fpocket1	0.034	1.4248	14	94.45
23135	Q92870_PF00640_590_712	fpocket5	0.002	1.4254	19	85.85
23136	Q92874_PF03372_25_288	fpocket1	0.254	16.3659	18	97.97
23137	Q92874_PF03372_25_288	fpocket6	0.002	10.7769	15	94.91
23138	Q92876_PF00089_22_237	fpocket1	0.353	9.5605	13	98.15
23139	Q92876_PF00089_22_237	fpocket9	0.103	11.3214	16	92.05
23140	Q92878_PF13476_6_235	fpocket15	0.003	3.7057	15	88.92
23141	Q92878_PF13476_6_235	fpocket2	0.0	4.9353	15	83.46
23142	Q92878_PF13558_1174_1251	fpocket1	0.049	7.0779	14	85.11
23143	Q92878_PF13558_1174_1251	fpocket3	0.007	3.2407	15	80.16
23144	Q92879_PF00076_18_88	fpocket1	0.479	12.5678	18	81.2
23145	Q92879_PF00076_18_88	fpocket2	0.009	3.3798	23	75.85
23146	Q92879_PF00076_403_473	fpocket2	0.007	2.9664	12	77.63
